"start_year","N_data","N_years","slope","slope_se","p_value","intercept","intercept_se","intercept_p_value","r_square","adj_r_square","site","trmt","taxa","trophic_level"
1996,45,3,0.632114516038668,0.317795871187473,0.0530811229983444,-1262.19261176859,634.638407806928,0.0531063986058469,0.0842559671540226,0.0629595942971394,"ntlakes","lake_L","chlorophyll","producer"
1997,45,3,-0.01723229779106,0.335023513384214,0.959216235649489,34.4894842226014,669.377035634802,0.959145996535983,0.0000615234426137418,-0.0231928597331394,"ntlakes","lake_L","chlorophyll","producer"
1998,34,3,-0.555635449157905,0.532925362807212,0.304940229609804,1110.89483747334,1065.14544376985,0.30478637559399,0.032854067387662,0.00263075699352644,"ntlakes","lake_L","chlorophyll","producer"
1999,33,3,0.112236664850765,0.117617624058674,0.347339206632376,-224.679546394853,235.231709760546,0.346895635478867,0.028535784435383,-0.00280177090541089,"ntlakes","lake_L","chlorophyll","producer"
2000,32,3,0.140289898546124,0.333162432021146,0.676694185099887,-280.52606283066,666.762178426046,0.676951861492909,0.00587570775081011,-0.0272617686574963,"ntlakes","lake_L","chlorophyll","producer"
2001,42,3,-0.0302314332722175,0.20100169609812,0.881201878317222,60.5272025555756,402.405429055251,0.88119434428894,0.000565213467159686,-0.0244206561961613,"ntlakes","lake_L","chlorophyll","producer"
2002,41,3,-0.205190171074432,0.211962404277216,0.338984785736845,411.126515685022,424.555560765456,0.33882735551424,0.0234648987445982,-0.001574462826053,"ntlakes","lake_L","chlorophyll","producer"
2003,41,3,0.0204681630895284,0.0921183258506923,0.825322157124637,-41.159209493221,184.605140700914,0.824731782752925,0.00126430434250486,-0.0243443032384565,"ntlakes","lake_L","chlorophyll","producer"
2004,42,3,-0.283918614228125,0.0785873154212498,0.000836309182050337,569.083831554039,157.571322693195,0.000839187195933202,0.246025230943674,0.227175861717266,"ntlakes","lake_L","chlorophyll","producer"
2005,44,3,-0.00773519672214689,0.0497364733088786,0.877153604320421,15.1977205497229,99.77250399621,0.879661009154507,0.00057556373914472,-0.023220256171828,"ntlakes","lake_L","chlorophyll","producer"
1984,60,4,-0.167377230765134,0.0944562124881705,0.0816456585659037,332.187296463364,187.550709227307,0.0817836466328307,0.0513577704893031,0.035001869980498,"ntlakes","lake_L","chlorophyll","producer"
1985,65,4,-0.0663675514732712,0.0836208247578592,0.430365362949195,131.677116427971,166.113438897755,0.430931238473959,0.00989968433503204,-0.00581619369139585,"ntlakes","lake_L","chlorophyll","producer"
1986,64,4,0.541069581509708,0.0935878391823869,0.00000025980097502052,-1075.21566504003,186.008783665908,0.000000260758034975126,0.350272979452334,0.339793511378985,"ntlakes","lake_L","chlorophyll","producer"
1987,66,4,0.394072839208203,0.115054799585627,0.00107772156939374,-783.293780726597,228.788248386198,0.0010825029713526,0.154906099448447,0.141701507252329,"ntlakes","lake_L","chlorophyll","producer"
1988,66,4,-0.094257098368685,0.1190842178066,0.431566554661765,187.932733817572,236.916284423534,0.430565977022069,0.00969413564998978,-0.00577939348047907,"ntlakes","lake_L","chlorophyll","producer"
1989,66,4,-0.536101080872916,0.099472896008821,0.00000108626803150583,1067.49677000968,198.002337898313,0.00000107834002151984,0.312166943159348,0.301419551646213,"ntlakes","lake_L","chlorophyll","producer"
1990,67,4,-0.0996066330715655,0.074912881453214,0.188286752157478,198.423741493013,149.189586255204,0.188162937937172,0.0264786381784477,0.0115013864581163,"ntlakes","lake_L","chlorophyll","producer"
1991,67,4,0.0138525265016427,0.0483503377737904,0.775403972395325,-27.6833173953332,96.3391454635387,0.774756363803909,0.00126123932361888,-0.0141039723790946,"ntlakes","lake_L","chlorophyll","producer"
1992,67,4,-0.0506729592970863,0.0492041143120041,0.306896429090123,100.885740927391,98.0873155325411,0.307512853231703,0.016054885589284,0.000917268444503794,"ntlakes","lake_L","chlorophyll","producer"
1993,65,4,-0.112915591502838,0.0496027717860999,0.0262303583653382,225.073788110424,98.930072725559,0.0263139109935702,0.0760022260271417,0.0613355946942392,"ntlakes","lake_L","chlorophyll","producer"
1994,63,4,-0.0743655679647517,0.044810907497593,0.102139816893231,148.128992902802,89.4176905955346,0.102736640611517,0.0431984681731882,0.027513197159634,"ntlakes","lake_L","chlorophyll","producer"
1995,61,4,0.376866595685368,0.172269277343697,0.0326684504111315,-752.37743218293,343.931430697285,0.032674588893845,0.0750300502776397,0.0593525935026845,"ntlakes","lake_L","chlorophyll","producer"
1996,60,4,0.0745423289088144,0.183698371486365,0.686392590181924,-148.906811465981,366.937554521598,0.686375691084524,0.00283097534935626,-0.0143615940411719,"ntlakes","lake_L","chlorophyll","producer"
1997,49,4,0.11222069609852,0.269518985430927,0.679031718365817,-224.114446570816,538.542997505555,0.679194762927962,0.00367510974504812,-0.0175232921752699,"ntlakes","lake_L","chlorophyll","producer"
1998,48,4,-0.324414174111432,0.211445367180685,0.131813268283299,648.803509570342,422.754251884834,0.131706080676645,0.048682294753164,0.0280014750738848,"ntlakes","lake_L","chlorophyll","producer"
1999,47,4,0.265262619136961,0.127448237126225,0.0431225944035943,-530.660651913768,254.969736291612,0.0431290097157036,0.0878124451945009,0.0675416106432677,"ntlakes","lake_L","chlorophyll","producer"
2000,46,4,-0.158470006215392,0.16791866866885,0.350460720773677,317.303571778793,336.144010277598,0.350349252131376,0.0198399469890709,-0.00243641785208659,"ntlakes","lake_L","chlorophyll","producer"
2001,55,4,0.0324745651885783,0.118351505394949,0.784851005734076,-64.9893043634508,236.995698164951,0.78498044253575,0.0014185568283336,-0.0174226024767923,"ntlakes","lake_L","chlorophyll","producer"
2002,55,4,-0.198903106893608,0.114807756784408,0.0890028349725607,398.535722815905,230.016333344166,0.088975459755818,0.0535970500176132,0.0357403905839834,"ntlakes","lake_L","chlorophyll","producer"
2003,56,4,-0.0762357838492638,0.0511202968906294,0.141701318517719,152.602479312188,102.472477220234,0.142251113310479,0.0395557310068727,0.0217697260255184,"ntlakes","lake_L","chlorophyll","producer"
2004,57,4,-0.141308265129398,0.0475806444396274,0.00440864453548982,283.191821225462,95.4259186170763,0.0044359594781486,0.138202810004139,0.122533770186032,"ntlakes","lake_L","chlorophyll","producer"
1984,77,5,-0.0644038373089318,0.0608923466468198,0.293601981150873,127.775168194124,120.939347181997,0.29412081051901,0.0146962635868203,0.00155888043464447,"ntlakes","lake_L","chlorophyll","producer"
1985,81,5,0.279234815646376,0.0797053564409478,0.000759621679698546,-554.684917975757,158.374583856801,0.000762035084103126,0.134468323742306,0.123512226574487,"ntlakes","lake_L","chlorophyll","producer"
1986,81,5,0.30986888548184,0.0752871515011433,0.0000940519069765,-615.811102259393,149.674612424448,0.0000945545773978226,0.176568957416225,0.166145779662,"ntlakes","lake_L","chlorophyll","producer"
1987,82,5,0.118661164903898,0.0806197317608459,0.144981095485405,-235.772013530682,160.352686510811,0.145393541531308,0.0263657643918696,0.014195336446768,"ntlakes","lake_L","chlorophyll","producer"
1988,83,5,-0.169676626993705,0.0753101661871338,0.0269607435268046,337.941267583716,149.867269012651,0.0268359853301608,0.058973086492327,0.0473554702761828,"ntlakes","lake_L","chlorophyll","producer"
1989,83,5,-0.321515994357442,0.0689722987859535,0.0000121867766303108,640.46983095259,137.325543497494,0.0000120773166866865,0.211523835800687,0.201789562168597,"ntlakes","lake_L","chlorophyll","producer"
1990,84,5,-0.0904662914302404,0.0505679566490506,0.0773068392729609,180.225321285134,100.731997179063,0.0772821045509057,0.0375647441914079,0.0258277288766691,"ntlakes","lake_L","chlorophyll","producer"
1991,83,5,-0.0339009235201436,0.0334359379415504,0.313646337178933,67.4427057336078,66.6378406899377,0.314514395601926,0.0125323893320484,0.000341431175653995,"ntlakes","lake_L","chlorophyll","producer"
1992,82,5,-0.0419411397913698,0.0337108074668263,0.217079096607523,83.4833279876403,67.2173111177506,0.217868464497026,0.018981449749964,0.00671871787183853,"ntlakes","lake_L","chlorophyll","producer"
1993,80,5,-0.113140996209971,0.0337110566081472,0.00122320131859814,225.523236949289,67.2510464548873,0.001233840566312,0.126188155338308,0.114985439381107,"ntlakes","lake_L","chlorophyll","producer"
1994,78,5,0.219396017812796,0.109056887027911,0.047790329012866,-437.910773874423,217.670611259584,0.0477852362922103,0.0505597960219351,0.0380671617590659,"ntlakes","lake_L","chlorophyll","producer"
1995,76,5,0.0939092155539989,0.114196021463042,0.413519117742241,-187.60185098306,228.046507620396,0.413351623014715,0.00905590613383903,-0.00433523026975791,"ntlakes","lake_L","chlorophyll","producer"
1996,64,5,0.134975471924192,0.15895785641494,0.399077201536334,-269.591798067689,317.543216548324,0.399151705151548,0.0114956258411856,-0.00444799309685973,"ntlakes","lake_L","chlorophyll","producer"
1997,63,5,-0.0462098064937635,0.138465485457725,0.739729371206501,92.4046222772209,276.764005934804,0.739618862269573,0.00182248173117458,-0.0145410841420848,"ntlakes","lake_L","chlorophyll","producer"
1998,62,5,-0.0819478952724458,0.146608571762815,0.578271398181335,164.159238570358,293.210135197447,0.577653169638745,0.0051802418182209,-0.0114000874848088,"ntlakes","lake_L","chlorophyll","producer"
1999,61,5,0.0762747732292718,0.085455210475322,0.37571350715597,-152.691591250878,171.007129938381,0.375540397191022,0.013323173108371,-0.0034001629406395,"ntlakes","lake_L","chlorophyll","producer"
2000,59,5,-0.0543788386960759,0.106544068473846,0.611750438730545,108.975509105633,213.333770868406,0.611448813255481,0.00454931697220228,-0.0129147300984609,"ntlakes","lake_L","chlorophyll","producer"
2001,69,5,-0.0448827440792283,0.075093186277087,0.552059045455173,89.8789157358887,150.410601564316,0.552149880094669,0.00530363303620719,-0.00954258139608832,"ntlakes","lake_L","chlorophyll","producer"
2002,70,5,-0.189216775252543,0.0708912638676593,0.0095021189175891,379.134140920469,142.068154626102,0.00951323842486243,0.0948318428007488,0.0815205463713482,"ntlakes","lake_L","chlorophyll","producer"
2003,71,5,-0.0509371682326995,0.0334890991445086,0.132827637773151,101.90368696999,67.1475474056095,0.133681773459873,0.032440768558612,0.0184181710014903,"ntlakes","lake_L","chlorophyll","producer"
1984,93,6,0.19716143077605,0.0616892276221253,0.00191590628546665,-391.549711147395,122.552658667685,0.0019224299820224,0.100921036181844,0.0910410475684572,"ntlakes","lake_L","chlorophyll","producer"
1985,98,6,0.193068898318583,0.0617161478030855,0.00232791796353969,-383.531393374823,122.662149288627,0.00233948264200448,0.092511730113769,0.083058727302454,"ntlakes","lake_L","chlorophyll","producer"
1986,97,6,0.134705271620728,0.0568575396416894,0.0198513202705086,-267.69430742171,113.063309834654,0.0199284638960245,0.0557877788033034,0.0458487027907066,"ntlakes","lake_L","chlorophyll","producer"
1987,99,6,0.00145656355518955,0.0569079783384458,0.979632902499259,-2.7292449660629,113.219326857227,0.980817720155564,0.0000067536398294965,-0.0103024550855331,"ntlakes","lake_L","chlorophyll","producer"
1988,100,6,-0.122076766516281,0.0533310960150554,0.0242236501378675,243.249660802158,106.156119446783,0.0240791756031946,0.0507526068670054,0.0410664089778933,"ntlakes","lake_L","chlorophyll","producer"
1989,100,6,-0.251239844945266,0.0496790686853862,0.00000198285232129197,500.595540484712,98.9373919430082,0.00000196266481554092,0.206964816146387,0.198872620392778,"ntlakes","lake_L","chlorophyll","producer"
1990,100,6,-0.0952396250521137,0.0362222827115721,0.0099349644942079,189.730644993845,72.1725623483069,0.00994759322894857,0.065895124851247,0.0563634424517701,"ntlakes","lake_L","chlorophyll","producer"
1991,98,6,-0.0323231205645585,0.0247500454947594,0.194679311701781,64.2991709655315,49.3382229924213,0.195612475158564,0.0174564187322513,0.00722158976071208,"ntlakes","lake_L","chlorophyll","producer"
1992,97,6,-0.0623097166192956,0.0249270285968442,0.0141452293129216,124.083987833832,49.7147922162488,0.0142867915253766,0.0617137951046942,0.0518370982110594,"ntlakes","lake_L","chlorophyll","producer"
1993,95,6,0.107474463849175,0.0765897386634686,0.163872653994193,-214.444973543949,152.828027097053,0.163893624978039,0.0207341885321625,0.0102044486239061,"ntlakes","lake_L","chlorophyll","producer"
1994,93,6,0.0639558801615171,0.0780337761826541,0.414590035669892,-127.765424745698,155.789038341819,0.414291740873865,0.00732757510458708,-0.00358091308107689,"ntlakes","lake_L","chlorophyll","producer"
1995,80,6,0.130210479799124,0.102914358270596,0.20955510441985,-260.070222627187,205.532898551932,0.209514276156287,0.0201104805175996,0.00754779437038944,"ntlakes","lake_L","chlorophyll","producer"
1996,78,6,0.0107713034056382,0.0955322882285891,0.910525733187635,-21.5316970170829,190.89807686645,0.910493186547602,0.000167243761425835,-0.0129884503996081,"ntlakes","lake_L","chlorophyll","producer"
1997,77,6,0.0504973967847322,0.101855416568736,0.621502657438302,-100.829774832084,203.647421578207,0.621963372639288,0.00326653636650676,-0.0100232431486065,"ntlakes","lake_L","chlorophyll","producer"
1998,76,6,-0.125998849849149,0.100814007273332,0.215305490152982,252.225254353369,201.679831262546,0.215012379296502,0.0206722499171695,0.00743809113226634,"ntlakes","lake_L","chlorophyll","producer"
1999,74,6,0.0754684112861279,0.0624559477463989,0.230867827567257,-151.078567858726,125.014066031555,0.230811934935646,0.0198761053426997,0.00626327347245947,"ntlakes","lake_L","chlorophyll","producer"
2000,73,6,-0.0905711958737161,0.0701104465184103,0.200603318385431,181.423047929976,140.418780358357,0.200541948260569,0.0229650031593301,0.00920394686579962,"ntlakes","lake_L","chlorophyll","producer"
2001,84,6,-0.0834966247692486,0.0509553861858368,0.10512357720339,167.196157358682,102.090367437527,0.10531068222996,0.0317066771206241,0.0198982219635586,"ntlakes","lake_L","chlorophyll","producer"
2002,85,6,-0.139028420493338,0.0492396888753694,0.00594527666291811,278.589976026084,98.7035997163297,0.00596240848268489,0.0876330688542496,0.076640696189843,"ntlakes","lake_L","chlorophyll","producer"
1984,110,7,0.150787375308801,0.0494932351859397,0.00290897886017116,-299.460406238982,98.34985527584,0.0029248400469045,0.0791420279097464,0.070615565205207,"ntlakes","lake_L","chlorophyll","producer"
1985,114,7,0.0927593646964097,0.0475721437321925,0.0536914154537782,-184.249590470202,94.573887002215,0.0538920778562832,0.032831754580367,0.0241963238176917,"ntlakes","lake_L","chlorophyll","producer"
1986,114,7,0.0412589639356915,0.0428427062429404,0.33760533836601,-81.9497466889103,85.216440078323,0.33828905466737,0.00821265133559901,-0.000642592848904444,"ntlakes","lake_L","chlorophyll","producer"
1987,116,7,-0.00574503176514971,0.0423143473201482,0.892242322306106,11.5924110910758,84.2066881146231,0.890747126240665,0.00016167188630482,-0.00860883976381532,"ntlakes","lake_L","chlorophyll","producer"
1988,117,7,-0.119366143223065,0.0399755126630769,0.00345462844999703,237.856429167641,79.5919695504228,0.00342889085768759,0.0719526101274121,0.0638826328241722,"ntlakes","lake_L","chlorophyll","producer"
1989,116,7,-0.215769788818535,0.0374544111082712,0.0000000722551438658631,429.985596188857,74.6095468471787,0.0000000715033132593094,0.225478024038562,0.218683971617847,"ntlakes","lake_L","chlorophyll","producer"
1990,115,7,-0.0794031864165694,0.0276827336288335,0.00492510747554807,158.18973804472,55.1702709635786,0.0049400377775218,0.0678668109169756,0.0596178446419046,"ntlakes","lake_L","chlorophyll","producer"
1991,113,7,-0.0501115630851146,0.0193263264762474,0.0107978831166828,99.7455390767953,38.5353456043574,0.0109316714350055,0.0571103926040463,0.0486158916365154,"ntlakes","lake_L","chlorophyll","producer"
1992,112,7,0.0903253508452659,0.0559481000302692,0.109295043282717,-180.210686204367,111.610521051441,0.109253831165533,0.023146502620283,0.0142660162804674,"ntlakes","lake_L","chlorophyll","producer"
1993,110,7,0.0187555240536727,0.0574656846420113,0.744770144827866,-37.4868526772346,114.695818332852,0.744423653372031,0.000985347318418379,-0.00826478835455924,"ntlakes","lake_L","chlorophyll","producer"
1994,97,7,0.0919560718199829,0.0721589178456538,0.205646130393324,-183.64250601382,144.070919447451,0.205535923261117,0.0168072195831387,0.00645782189454014,"ntlakes","lake_L","chlorophyll","producer"
1995,94,7,0.0397381386760184,0.0686850518105002,0.564302578890097,-79.4407343435976,137.212341378962,0.564029635560494,0.00362514608878994,-0.00720501536676665,"ntlakes","lake_L","chlorophyll","producer"
1996,92,7,0.0693771593240285,0.0744974162857059,0.354205663286788,-138.595689984151,148.907458731848,0.354472578266713,0.00954427975215515,-0.00146078380615422,"ntlakes","lake_L","chlorophyll","producer"
1997,91,7,-0.0147404952685352,0.0741817167828218,0.8429444459774,29.5468663847356,148.358625126664,0.842593128857022,0.000443453158870578,-0.0107875192775466,"ntlakes","lake_L","chlorophyll","producer"
1998,89,7,-0.0825031367776518,0.076196657882557,0.281904241939564,165.2527037085,152.471307273315,0.281435493711025,0.0132964744450149,0.0019550546110495,"ntlakes","lake_L","chlorophyll","producer"
1999,88,7,0.0201882811116408,0.0463063826772202,0.663949550704436,-40.477013918537,92.713317830436,0.663508294472941,0.00220525965925323,-0.00939700476331362,"ntlakes","lake_L","chlorophyll","producer"
2000,88,7,-0.110981087567036,0.0487147610180297,0.0251946281042912,222.285234626082,97.5934220001271,0.0252267145133205,0.056915302309388,0.0459492011734507,"ntlakes","lake_L","chlorophyll","producer"
2001,99,7,-0.072173630941958,0.0372232477457891,0.0554148515233532,144.520000905479,74.5973064131568,0.0556132593735281,0.0373114937175222,0.0273868699414141,"ntlakes","lake_L","chlorophyll","producer"
1984,126,8,0.0784596588192846,0.0391802293908009,0.0474089357260411,-155.807350319061,77.8757305764346,0.047606909593749,0.0313266914637761,0.0235148099433227,"ntlakes","lake_L","chlorophyll","producer"
1985,131,8,0.0307747397242433,0.03700982482255,0.407211446827899,-61.0858681906164,73.5950746759423,0.408057182168,0.00533142623481535,-0.00237918286413952,"ntlakes","lake_L","chlorophyll","producer"
1986,131,8,0.0265005440900499,0.0332301983550277,0.426635600682589,-52.6092209200496,66.1136791472101,0.427645682074528,0.00490589396957502,-0.00280801382911045,"ntlakes","lake_L","chlorophyll","producer"
1987,133,8,-0.0295983121796968,0.0330764036039757,0.372510228654066,59.0369997754001,65.8397441723282,0.371536031435315,0.00607546388785414,-0.0015117463114751,"ntlakes","lake_L","chlorophyll","producer"
1988,133,8,-0.120192820241615,0.0311636113007429,0.000179309725267336,239.501519982525,62.0622556492807,0.000177854171305055,0.101971818404078,0.0951166414453305,"ntlakes","lake_L","chlorophyll","producer"
1989,131,8,-0.177803690844542,0.0298295134221845,0.0000000225233193699604,354.394275120519,59.4343190205046,0.0000000222948747879573,0.215946119176067,0.209868182115416,"ntlakes","lake_L","chlorophyll","producer"
1990,130,8,-0.0827359965436505,0.021821525510738,0.000229675698891478,164.828638602241,43.4993927755997,0.000231568088097924,0.100968044939229,0.0939443577903173,"ntlakes","lake_L","chlorophyll","producer"
1991,128,8,0.0668434539859398,0.0433741248129915,0.125802477784267,-133.342758945371,86.5056815884955,0.125719057609631,0.018500181735406,0.0107105006380679,"ntlakes","lake_L","chlorophyll","producer"
1992,127,8,0.0251180879621813,0.0437787091067432,0.567167061515015,-50.1925071925923,87.3551288128307,0.566608040413853,0.00262660651139494,-0.00535238063651389,"ntlakes","lake_L","chlorophyll","producer"
1993,114,8,0.0431748143978428,0.0540931258277947,0.426468430758093,-86.201171123136,107.972312369374,0.426349102583003,0.00565581917149685,-0.00322225387161468,"ntlakes","lake_L","chlorophyll","producer"
1994,111,8,0.0343890339485553,0.051622525165732,0.506714161279553,-68.749165156609,103.097224554772,0.506284633685019,0.00405480901489176,-0.00508230282900834,"ntlakes","lake_L","chlorophyll","producer"
1995,108,8,0.0782648498681167,0.0561672160364269,0.166405980952025,-156.37056608991,112.23673664491,0.166467763575148,0.0179878278275899,0.00872356205237834,"ntlakes","lake_L","chlorophyll","producer"
1996,106,8,0.0134775833702817,0.0565539434867686,0.812106667934569,-26.919400686306,113.072754849389,0.81229406031438,0.00054579283251901,-0.00906434377486054,"ntlakes","lake_L","chlorophyll","producer"
1997,104,8,-0.00302790806609293,0.0579933586766648,0.958462453308611,6.13530390551862,116.012451003215,0.957927073220646,0.0000267249602685456,-0.00977693459894446,"ntlakes","lake_L","chlorophyll","producer"
1998,103,8,-0.090248660035764,0.0580469057224928,0.123132702078582,180.743225104504,116.184626235984,0.122918140638849,0.0233738552155942,0.0137042894256496,"ntlakes","lake_L","chlorophyll","producer"
1999,103,8,-0.0193930310522815,0.0350815017126053,0.581622252432245,38.7298898000668,70.2587573324837,0.582682198057199,0.00301648824004455,-0.00685463563876687,"ntlakes","lake_L","chlorophyll","producer"
2000,103,8,-0.0934662709644589,0.0362321857769767,0.0113295550051098,187.213018523063,72.6054719019659,0.01136495390966,0.0618141988652081,0.0525252305371409,"ntlakes","lake_L","chlorophyll","producer"
1984,143,9,0.0296231669339776,0.0312536593921043,0.344837453675458,-58.794589829851,62.1369150229902,0.345660050407866,0.00633116712241225,-0.000716129564662715,"ntlakes","lake_L","chlorophyll","producer"
1985,148,9,0.0212430244711367,0.0295575133483294,0.473473603362923,-42.1430643061049,58.7911422172752,0.474626154642158,0.00352541526488348,-0.00329975312371333,"ntlakes","lake_L","chlorophyll","producer"
1986,148,9,0.000587073996002891,0.0268706140551684,0.982598892960099,-1.08302863013836,53.4745636394751,0.983869077398185,0.0000032694615184106,-0.00684602321340266,"ntlakes","lake_L","chlorophyll","producer"
1987,149,9,-0.0475964711587285,0.0266452081597578,0.0761111143308626,94.8417615700538,53.0510112886304,0.0758770668283778,0.0212455361859949,0.0145873425546071,"ntlakes","lake_L","chlorophyll","producer"
1988,148,9,-0.108206492618554,0.0252804252431527,0.0000336334490038346,215.644705889342,50.3574529211436,0.0000333618297589734,0.111492609236506,0.105406942176482,"ntlakes","lake_L","chlorophyll","producer"
1989,146,9,-0.161025657344414,0.0241086622361382,0.000000000486607988349431,320.983504760542,48.0469517212385,0.000000000482922625254689,0.236524673105062,0.231222761112736,"ntlakes","lake_L","chlorophyll","producer"
1990,145,9,0.0165376822888645,0.036670213659608,0.652684141241499,-32.9538453493687,73.1164199310472,0.652885703472435,0.00142026413105866,-0.00556281094494793,"ntlakes","lake_L","chlorophyll","producer"
1991,143,9,0.0189536520059727,0.034938604918598,0.588341174936378,-37.8847007987306,69.6986652970844,0.587609612361537,0.0020828120222251,-0.00499461484286545,"ntlakes","lake_L","chlorophyll","producer"
1992,131,9,0.0434233064053917,0.0416931534686142,0.299592801639278,-86.6974473941862,83.1995434422772,0.299341011826593,0.00833853996206587,0.00065124182223697,"ntlakes","lake_L","chlorophyll","producer"
1993,128,9,0.0105669767984139,0.0405534419682032,0.794850129511396,-21.1439757863101,80.9684967771571,0.794412203196424,0.000538569258563652,-0.00739366431874933,"ntlakes","lake_L","chlorophyll","producer"
1994,125,9,0.0663038679358739,0.0438271073501342,0.132882823646674,-132.454010669429,87.5526112111489,0.132882865106267,0.0182675435483943,0.0102859788617958,"ntlakes","lake_L","chlorophyll","producer"
1995,122,9,0.031473044987127,0.0441247443098675,0.477060896296076,-62.922579449891,88.1967624256222,0.476962371523377,0.00422176935455328,-0.0040763825674921,"ntlakes","lake_L","chlorophyll","producer"
1996,119,9,0.0177215761520863,0.0454578740034981,0.697359094269141,-35.3995045490348,90.9104814260516,0.697696545927165,0.00129728924129263,-0.00723863136348268,"ntlakes","lake_L","chlorophyll","producer"
1997,118,9,-0.024423454620463,0.0457101706044814,0.594148827795952,48.9090639132527,91.4653589041983,0.593861626095394,0.0024550649229078,-0.00614446037948091,"ntlakes","lake_L","chlorophyll","producer"
1998,118,9,-0.0986780665199908,0.045103265947554,0.0306876114951256,197.604565050394,90.3025516078402,0.0306558676127717,0.0396284055480766,0.0313493400786634,"ntlakes","lake_L","chlorophyll","producer"
1999,118,9,-0.025553613332643,0.0274657188256463,0.354105462617905,51.0602672315636,55.0213285292322,0.355330047230859,0.00740689119207697,-0.00114994595281881,"ntlakes","lake_L","chlorophyll","producer"
1984,160,10,0.0217095994243757,0.025472199134455,0.39534539952299,-43.0717223341455,50.6556582769181,0.396453582597706,0.00457637489743851,-0.00172377462852702,"ntlakes","lake_L","chlorophyll","producer"
1985,165,10,0.00125926151612786,0.0243886373996862,0.958884247226094,-2.42160549361728,48.5225013376388,0.960257715774391,0.0000163554343171518,-0.00611851355074844,"ntlakes","lake_L","chlorophyll","producer"
1986,164,10,-0.0196509746377748,0.0222237334598621,0.377880487253795,39.1650921554134,44.2376061990944,0.377288304038754,0.00480317178591247,-0.0013400185117054,"ntlakes","lake_L","chlorophyll","producer"
1987,164,10,-0.0502319945937348,0.022061088285431,0.0240977319827708,100.085633816869,43.9340294037955,0.0240281830586608,0.0310106570079476,0.0250292413104658,"ntlakes","lake_L","chlorophyll","producer"
1988,163,10,-0.106959990651517,0.0208547564520237,0.000000828739260845577,213.163349323046,41.5514172379303,0.0000008238192502935,0.140437767490064,0.135098871635965,"ntlakes","lake_L","chlorophyll","producer"
1989,161,10,-0.0652904441082613,0.0335076563121243,0.0531129010345886,130.312079203028,66.7943545556509,0.052821546348078,0.0233219806359058,0.0171793515833014,"ntlakes","lake_L","chlorophyll","producer"
1990,160,10,-0.0132271630311938,0.0300949728098862,0.660889657853821,26.3558023451837,60.0205348544001,0.661179523201157,0.00122111837490101,-0.00510026695184007,"ntlakes","lake_L","chlorophyll","producer"
1991,147,10,0.0340029787897989,0.0335753238601217,0.312872654235688,-67.8870263225777,66.9837444708621,0.312516682182888,0.00702367487540389,0.000175562288337705,"ntlakes","lake_L","chlorophyll","producer"
